account_id,customer_id,card_type,credit_limit,open_date,account_status,balance,utilization_ratio,delinquency_count,default_flag
ACC501269,CUST100853,standard,10700,2023-12-21,Active,5336.96,0.4988,0,0
ACC502187,CUST101496,Standard,20400,2018-06-29,Active,8364.94,0.41,0,0
ACC501640,CUST101116,Gold,9600,2022-05-28,Active,4371.77,0.4554,1,0
ACC502354,CUST101608,Gold,10800,2017-07-21,Active,1616.14,0.1496,0,0
ACC500679,CUST100452,Standard,17300,2021-09-05,Active,7779.06,0.4497,1,0
ACC502816,CUST101918,Secured,23300,2016-04-03,Active,6592.6,0.2829,0,0
ACC500336,CUST100230,standard,20600,2025-11-26,Active,6938.73,0.3368,1,0
ACC501146,CUST100771,standard,16800,2024-09-21,Active,6091.18,0.3626,1,0
ACC501533,CUST101036,Gold,17000,2021-07-26,Active,10377.29,0.6104,1,1
ACC501826,CUST101248,Gold,15200,2021-06-03,,13173.04,0.8666,0,0
ACC502211,CUST101511,Standard,6100,2017-01-18,Active,3321.78,0.5446,0,0
ACC502164,CUST101482,platinum,17800,2026-01-29,Active,4113.83,0.2311,1,0
ACC502401,CUST101640,Platinum,10900,2021-11-02,Active,1752.41,0.1608,2,0
ACC500331,CUST100226,Platinum,28400,2018-09-17,,0.0,0.0,0,1
ACC500584,CUST100397,Gold,17700,2023-10-06,Active,4960.15,0.2802,0,1
ACC502600,CUST101771,Standard,10600,2024-03-25,Active,6312.54,0.5955,1,0
ACC500156,CUST100106,Gold,16000,2026-07-16,Active,6326.03,0.3954,1,0
ACC501563,CUST101058,Standard,10900,2026-08-17,Active,8404.84,0.7711,3,0
ACC500927,CUST100626,Gold,14800,2019-12-08,Closed,3151.78,0.213,1,0
ACC500238,CUST100163,Gold,16800,2024-12-20,Active,9063.82,0.5395,2,0
ACC502932,CUST101998,Secured,8900,2024-06-01,Active,0.0,0.0,1,0
ACC502163,CUST101482,Platinum,7300,2024-04-06,Closed,5929.12,0.8122,2,0
ACC503425,CUST102333,standard,26900,2022-09-21,Active,6180.72,0.2298,1,0
ACC500491,CUST100336,Standard,14100,2026-04-09,Active,5828.35,0.4134,0,0
ACC502893,CUST101970,Platinum,16100,2026-06-17,Active,10015.61,0.6221,0,0
ACC503157,CUST102156,Gold,22800,2023-07-25,Closed,6275.77,0.2753,0,0
ACC502701,CUST101838,Platinum,8400,2025-12-18,Closed,5731.45,0.6823,1,0
ACC502973,CUST102023,Standard,18200,2022-08-27,Active,7248.09,0.3982,0,0
ACC500591,CUST100402,Gold,10400,2022-08-19,Active,7270.02,0.699,2,1
ACC500776,CUST100522,Standard,24900,2021-12-03,Active,5778.15,0.2321,0,0
ACC502338,CUST101598,Standard,16400,2024-10-19,Closed,7478.28,0.456,0,0
ACC502861,CUST101947,Standard,12900,2019-09-20,Active,7252.2,0.5622,0,0
ACC502918,CUST101987,Standard,25000,2020-09-01,Active,7529.11,0.3012,2,0
ACC502232,CUST101526,Standard,19800,2024-11-09,Active,3750.5,0.1894,0,0
ACC500788,CUST100530,Standard,17100,2021-09-06,Closed,6560.48,0.3837,0,0
ACC501364,CUST100921,Gold,3900,2026-08-12,Active,1857.56,0.4763,1,0
ACC500989,CUST100669,Gold,8400,2025-12-04,Active,3103.7,0.3695,0,0
ACC503265,CUST102231,Standard,13700,2018-09-19,Active,9306.34,0.6793,2,0
ACC502306,CUST101574,Secured,11600,2026-07-23,Active,6740.98,0.5811,2,0
ACC501280,CUST100861,Platinum,7800,2025-08-20,Closed,4425.0,0.5673,2,1
ACC502565,CUST101746,Platinum,12800,2018-05-06,Active,2571.78,0.2009,1,0
ACC503544,CUST102413,Standard,20100,2025-06-19,Active,8050.32,0.4005,0,0
ACC501261,CUST100849,Standard,14300,2024-11-29,Active,14589.79,1.0203,1,0
ACC503263,CUST102230,Standard,16100,2026-03-14,Closed,8498.69,0.5279,0,0
ACC500070,CUST100047,Platinum,12400,2024-07-04,Active,1780.33,0.1436,3,0
ACC502971,CUST102022,Gold,14600,2025-02-19,Active,5645.25,0.3867,1,0
ACC501922,CUST101314,gold,11800,2025-12-12,Active,6536.45,0.5539,0,0
ACC501505,CUST101019,Gold,11200,2021-06-29,Active,2711.2,0.2421,1,1
ACC501114,CUST100751,Gold,14000,2025-08-12,Closed,5431.61,0.388,2,0
ACC501755,CUST101202,Gold,22100,2022-12-22,Active,8517.17,0.3854,0,0
ACC502711,CUST101845,Gold,17000,2019-10-26,Active,7023.47,0.4131,3,0
ACC500325,CUST100223,Gold,18400,2024-11-07,Active,10896.63,0.5922,2,0
ACC503455,CUST102355,Platinum,21800,2017-08-05,,4428.81,0.2032,0,0
ACC500728,CUST100488,Gold,20200,2025-09-08,Active,0.0,0.0,1,0
ACC501715,CUST101172,Gold,9200,2026-08-18,Active,5850.96,0.636,0,0
ACC501338,CUST100904,Gold,18000,2025-03-28,Active,19582.12,1.0879,2,0
ACC503555,CUST102421,Standard,13000,2026-09-01,Active,7988.46,0.6145,1,0
ACC503047,CUST102075,Platinum,15500,2025-11-06,Active,8257.24,0.5327,1,1
ACC503122,CUST102127,Standard,8300,2025-01-23,Active,4989.75,0.6012,0,0
ACC501954,CUST101336,Secured,16500,2021-11-12,Active,8175.95,0.4955,1,0
ACC500661,CUST100441,Standard,17400,2020-12-06,Active,8085.91,0.4647,0,0
ACC500919,CUST100622,secured,17200,2026-07-09,Active,5049.01,0.2935,0,0
ACC503158,CUST102157,Standard,15500,2025-08-01,Closed,6100.93,0.3936,0,0
ACC503106,CUST102114,Standard,15600,2020-05-05,Closed,3487.19,0.2235,2,0
ACC501723,CUST101178,gold,22300,2026-01-14,Active,1782.6,0.0799,0,0
ACC501887,CUST101288,Gold,21300,2026-01-06,Active,10455.97,0.4909,0,0
ACC501396,CUST100944,Gold,16300,2022-02-24,Active,3109.03,0.1907,2,0
ACC502682,CUST101823,Platinum,23300,2025-05-31,Active,9859.5,0.4232,1,0
ACC501902,CUST101299,Standard,11100,2022-02-16,Active,3461.6,0.3119,1,0
ACC502430,CUST101659,Standard,16900,2026-06-02,Active,7739.69,0.458,1,0
ACC501892,CUST101292,Secured,6400,2026-06-25,Closed,2825.15,0.4414,1,0
ACC502910,CUST101983,Gold,16400,2026-09-06,Active,3592.58,0.2191,1,0
ACC500988,CUST100668,Secured,26700,2024-04-16,Active,4608.36,0.1726,1,0
ACC501074,CUST100728,standard,12100,2019-02-08,Closed,6905.85,0.5707,2,0
ACC503307,CUST102260,Standard,12500,2026-01-21,Active,3110.67,0.2489,0,0
ACC503258,CUST102226,Standard,14000,2021-12-09,Active,7171.37,0.5122,1,0
ACC503361,CUST102295,Standard,11100,2021-10-31,Active,6938.62,0.6251,3,0
ACC501422,CUST100963,Gold,22800,2026-08-12,Closed,18389.68,0.8066,4,0
ACC501616,CUST101098,Standard,18700,2024-03-06,Active,0.0,0.0,0,0
ACC503614,CUST102458,Platinum,23600,2025-06-15,Active,14799.38,0.6271,1,0
ACC501202,CUST100807,Standard,17500,2021-03-19,Closed,12453.21,0.7116,0,0
ACC500618,CUST100418,Gold,14700,2020-09-06,Active,6993.11,0.4757,1,0
ACC501480,CUST101003,Standard,21200,2015-09-13,Active,4411.89,0.2081,1,0
ACC501226,CUST100824,Standard,19100,2017-06-29,Active,10200.47,0.5341,1,0
ACC500553,CUST100377,Standard,23700,2025-05-25,Active,379.5,0.016,0,0
ACC502400,CUST101639,Platinum,14200,2026-02-03,Active,2777.76,0.1956,0,0
ACC500771,CUST100519,Standard,7200,2026-03-09,Active,4329.87,0.6014,2,0
ACC500222,CUST100153,Standard,4000,2025-11-19,Active,1635.18,0.4088,3,0
ACC502074,CUST101424,Standard,15900,2024-08-27,Active,0.0,0.0,2,0
ACC503675,CUST102497,Platinum,14100,2023-07-18,Active,1678.95,0.1191,2,0
ACC502352,CUST101607,gold,12500,2021-10-20,Active,7362.85,0.589,1,0
ACC502686,CUST101826,Secured,8200,2025-01-23,Closed,5363.09,0.654,2,0
ACC503252,CUST102222,Gold,7700,2014-07-19,Active,3359.44,0.4363,1,1
ACC500485,CUST100333,platinum,16800,2022-08-26,Active,11122.0,0.662,0,0
ACC501042,CUST100706,Standard,16300,2022-12-14,Active,6990.21,0.4288,2,0
ACC500800,CUST100541,Standard,14500,2026-08-21,Active,3633.26,0.2506,0,0
ACC502337,CUST101598,Standard,20800,2024-06-08,Active,6165.5,0.2964,1,0
ACC501684,CUST101150,Standard,5500,2025-12-11,Active,3641.96,0.6622,1,0
ACC503123,CUST102128,standard,18400,2020-12-07,Active,0.0,0.0,2,0
ACC502106,CUST101446,Gold,9700,2014-08-02,Active,5374.24,0.554,1,0
ACC503549,CUST102417,Standard,20800,2019-10-21,Frozen,19059.96,0.9163,1,0
ACC500615,CUST100417,Standard,9700,2021-03-22,Active,354.23,0.0365,0,0
ACC503236,CUST102209,Secured,13900,2020-02-07,Active,6108.9,0.4395,0,0
ACC503093,CUST102105,Gold,11400,2019-07-09,Active,1000.74,0.0878,1,0
ACC502383,CUST101627,Gold,19300,2024-07-11,Closed,10148.88,0.5258,0,1
ACC501770,CUST101212,Standard,15500,2022-11-27,Active,16519.02,1.0657,2,1
ACC500291,CUST100200,Standard,19300,2017-10-02,Active,3490.95,0.1809,0,0
ACC501076,CUST100729,Gold,16200,2013-09-21,Closed,9337.32,0.5764,1,0
ACC503461,CUST102360,Gold,5500,2017-07-17,Active,2437.81,0.4432,0,0
ACC503390,CUST102311,Standard,16500,2023-07-03,Active,4895.18,0.2967,3,0
ACC500891,CUST100602,Standard,6700,2015-05-23,Active,5557.63,0.8295,1,1
ACC502394,CUST101635,Standard,20100,2016-02-01,Active,5548.22,0.276,0,0
ACC502173,CUST101488,Gold,12700,2020-03-26,Active,1708.18,0.1345,0,0
ACC500306,CUST100211,Secured,16200,2025-09-19,Active,7014.75,0.433,1,0
ACC502318,CUST101583,Platinum,12200,2020-05-27,Active,610.64,0.0501,3,1
ACC503645,CUST102478,Standard,22900,2025-09-29,Active,14893.22,0.6504,0,0
ACC503030,CUST102062,Gold,15500,2024-07-28,,8119.2,0.5238,2,0
ACC502160,CUST101480,Gold,13200,2014-05-29,Active,9081.77,0.688,1,0
ACC502052,CUST101409,Secured,17700,2024-07-06,Active,10981.15,0.6204,1,0
ACC501232,CUST100829,Standard,15300,2025-12-11,Active,10326.64,0.6749,2,0
ACC500755,CUST100506,Standard,14000,2026-03-03,Active,1159.97,0.0829,0,0
ACC501006,CUST100681,Standard,24200,2024-02-11,Active,12991.7,0.5368,1,0
ACC503373,CUST102302,Standard,23900,2018-06-12,Active,8640.25,0.3615,2,0
ACC502689,CUST101828,Standard,14100,2018-10-24,Active,5535.08,0.3926,2,1
ACC501710,CUST101167,Platinum,4100,2023-03-28,Active,0.0,0.0,1,0
ACC500931,CUST100628,Platinum,5800,2025-10-18,Frozen,2679.61,0.462,2,1
ACC503250,CUST102220,Platinum,11800,2022-11-04,,8229.95,0.6975,2,0
ACC501714,CUST101171,Standard,15700,2025-07-13,Active,5405.89,0.3443,1,0
ACC500696,CUST100466,Secured,17600,2019-03-13,Active,9193.14,0.5223,3,0
ACC502172,CUST101487,Platinum,15500,2020-04-30,Active,1242.99,0.0802,0,0
ACC501071,CUST100727,Platinum,20900,2022-02-24,Active,10704.54,0.5122,1,0
ACC503429,CUST102336,Platinum,16700,2025-01-01,Active,3146.77,0.1884,0,0
ACC502205,CUST101507,Standard,11800,2013-06-19,Active,2957.66,0.2506,0,0
ACC501729,CUST101183,Standard,16500,2024-06-14,Active,9430.07,0.5715,0,0
ACC500754,CUST100505,standard,15800,2017-12-08,Active,8623.56,0.5458,0,0
ACC500461,CUST100318,Secured,11600,2023-10-28,Active,5664.06,0.4883,2,0
ACC501486,CUST101007,Secured,5500,2022-04-12,Active,2134.49,0.3881,1,0
ACC500116,CUST100079,Standard,18700,2016-06-08,Active,6110.22,0.3267,0,0
ACC503502,CUST102388,Standard,25200,2026-08-24,Active,7168.95,0.2845,1,0
ACC501194,CUST100801,gold,13400,2016-11-03,Active,4420.65,0.3299,1,0
ACC501054,CUST100714,Gold,15300,2024-12-26,Active,7540.48,0.4928,0,0
ACC501140,CUST100768,Secured,17800,2026-02-28,Active,8052.67,0.4524,0,0
ACC501711,CUST101168,Standard,14100,2024-02-09,Active,8590.95,0.6093,1,0
ACC503190,CUST102178,Platinum,19700,2024-03-05,Active,2496.53,0.1267,0,0
ACC500422,CUST100289,Standard,8500,2020-04-12,Active,6856.74,0.8067,0,0
ACC502184,CUST101495,Standard,17800,2020-01-29,,10736.11,0.6032,2,0
ACC502821,CUST101922,Gold,13200,2023-02-21,Active,13179.33,0.9984,3,1
ACC501075,CUST100729,Platinum,16900,2024-06-09,Active,4090.72,0.2421,0,0
ACC501766,CUST101210,Standard,23700,2026-02-24,Active,12341.69,0.5207,0,0
ACC502203,CUST101505,Secured,9400,2025-03-03,Active,3319.98,0.3532,0,0
ACC501322,CUST100891,Standard,24100,2026-04-19,Active,2235.84,0.0928,0,0
ACC502960,CUST102014,Platinum,10700,2023-05-07,Active,4863.43,0.4545,3,0
ACC502519,CUST101715,Standard,10000,2023-08-27,Active,7129.99,0.713,3,0
ACC501624,CUST101104,Platinum,12300,2025-09-21,Active,5940.82,0.483,1,0
ACC501702,CUST101162,Standard,10600,2024-06-07,Active,4411.43,0.4162,1,1
ACC502626,CUST101788,Standard,13100,2025-06-07,Active,1572.41,0.12,1,0
ACC500095,CUST100066,Gold,19800,2024-12-21,Closed,8274.4,0.4179,0,0
ACC503452,CUST102352,Platinum,15100,2024-08-05,Active,9227.63,0.6111,0,0
ACC501508,CUST101020,standard,13000,2015-03-14,Active,4617.57,0.3552,0,0
ACC502100,CUST101441,Gold,14500,2025-06-19,Active,3661.54,0.2525,0,0
ACC500743,CUST100498,Standard,15300,2021-10-21,Active,6270.11,0.4098,3,0
ACC502451,CUST101670,Gold,10800,2024-11-16,Active,1325.31,0.1227,0,0
ACC501282,CUST100863,Gold,19800,2019-05-29,Active,12582.07,0.6355,0,0
ACC501412,CUST100955,Gold,19600,2025-06-22,Frozen,11184.41,0.5706,0,0
ACC502139,CUST101467,Standard,10100,2023-09-13,Active,3833.68,0.3796,0,0
ACC502296,CUST101567,standard,10200,2026-04-25,Frozen,5886.15,0.5771,1,0
ACC503186,CUST102176,Standard,17300,2023-04-14,Closed,12249.41,0.7081,0,0
ACC501836,CUST101255,Standard,21500,2024-12-24,Active,8897.16,0.4138,0,0
ACC502879,CUST101959,Secured,15600,2025-05-14,Active,9166.75,0.5876,1,0
ACC503161,CUST102158,Secured,23600,2017-11-26,Active,3468.1,0.147,2,0
ACC502621,CUST101786,Platinum,11400,2018-05-25,Active,4063.05,0.3564,1,0
ACC501648,CUST101122,Gold,15800,2023-02-26,Active,6719.53,0.4253,1,0
ACC500665,CUST100443,Gold,7200,2024-05-08,Active,3753.98,0.5214,1,0
ACC502198,CUST101502,Gold,14100,2026-05-04,Active,3721.57,0.2639,0,0
ACC500758,CUST100508,Standard,18700,2025-08-21,Active,9299.18,0.4973,1,0
ACC500916,CUST100619,Standard,13100,2020-12-20,Active,408.08,0.0312,0,0
ACC501812,CUST101238,Standard,13400,2014-09-05,Active,3661.44,0.2732,0,0
ACC500997,CUST100676,Gold,8800,2015-08-05,,4258.55,0.4839,2,0
ACC503428,CUST102336,Standard,20700,2025-07-09,Active,9842.25,0.4755,1,0
ACC503485,CUST102376,standard,13500,2025-12-14,Active,6430.22,0.4763,0,0
ACC500376,CUST100258,Gold,9600,2015-01-09,Active,3177.72,0.331,1,0
ACC500543,CUST100369,secured,13300,2024-06-23,,0.0,0.0,0,0
ACC500500,CUST100342,Platinum,20900,2021-01-11,Active,9701.97,0.4642,0,0
ACC501958,CUST101339,Gold,20800,2022-10-16,Active,5568.2,0.2677,3,0
ACC502415,CUST101648,Standard,18700,2023-04-21,Active,6900.69,0.369,1,0
ACC500647,CUST100432,platinum,18900,2024-03-17,Active,8672.73,0.4589,0,0
ACC502346,CUST101604,Standard,11000,2026-03-01,Closed,3756.05,0.3415,1,0
ACC502986,CUST102034,Platinum,13500,2025-09-24,Active,6509.6,0.4822,1,0
ACC502549,CUST101736,Standard,11200,2024-02-08,Active,7368.56,0.6579,2,0
ACC503016,CUST102053,Platinum,12300,2025-07-11,Active,5251.4,0.4269,0,0
ACC500292,CUST100201,Gold,17200,2019-06-01,Active,10774.75,0.6264,1,0
ACC501389,CUST100937,Standard,20400,2024-03-18,Active,7410.89,0.3633,0,0
ACC502378,CUST101623,Standard,15300,2023-08-10,Active,7894.59,0.516,2,0
ACC501861,CUST101271,Gold,22400,2018-09-15,Active,659.49,0.0294,0,0
ACC503475,CUST102370,Gold,14000,2024-08-06,Active,5259.28,0.3757,2,0
ACC501095,CUST100740,Standard,18800,2024-01-05,Closed,12030.32,0.6399,0,0
ACC503584,CUST102442,Standard,16400,2020-03-16,Active,5987.54,0.3651,1,0
ACC501484,CUST101007,Platinum,9300,2025-06-12,Active,5305.44,0.5705,1,0
ACC502200,CUST101503,Standard,7700,2023-10-21,Active,4986.4,0.6476,1,0
ACC500597,CUST100406,Gold,9100,2016-05-24,Active,3488.19,0.3833,0,1
ACC500214,CUST100148,Standard,20600,2021-10-30,Active,12917.3,0.6271,0,0
ACC501097,CUST100741,Secured,7700,2025-07-07,Active,3704.45,0.4811,2,1
ACC502697,CUST101835,Platinum,14000,2023-12-23,Frozen,3038.18,0.217,0,0
ACC503185,CUST102175,platinum,16200,2026-03-03,Active,11511.76,0.7106,1,1
ACC502335,CUST101596,Gold,13000,2016-12-10,,11700.0,0.9,1,0
ACC500947,CUST100641,standard,26500,2021-05-10,Active,7788.75,0.2939,0,0
ACC500055,CUST100036,Standard,8100,2025-09-27,Active,5790.35,0.7149,1,0
ACC501967,CUST101344,Standard,14200,2025-04-23,Active,8811.98,0.6206,1,0
ACC501946,CUST101331,Gold,18700,2024-09-27,Active,9204.72,0.4922,1,0
ACC502733,CUST101859,Secured,11700,2023-03-24,Active,3558.53,0.3041,1,0
ACC500932,CUST100629,Secured,18500,2021-11-01,Active,11710.64,0.633,2,0
ACC502568,CUST101748,gold,24800,2025-01-06,Active,8892.35,0.3586,0,0
ACC500254,CUST100174,Gold,10300,2018-09-19,Active,4709.18,0.4572,2,0
ACC502769,CUST101884,Secured,18800,2026-07-02,Active,1581.54,0.0841,1,0
ACC501565,CUST101060,Standard,14100,2023-05-03,Active,10748.56,0.7623,2,0
ACC502287,CUST101560,Gold,16300,2026-01-20,Active,11067.37,0.679,0,0
ACC501492,CUST101011,Secured,28800,2025-09-02,Active,745.08,0.0259,1,0
ACC503315,CUST102265,Secured,12900,2024-07-14,Closed,4398.06,0.3409,0,0
ACC501763,CUST101207,Platinum,9200,2018-06-19,Active,4971.24,0.5404,1,0
ACC503371,CUST102301,Standard,10700,2026-03-21,Active,4142.94,0.3872,2,0
ACC502964,CUST102017,Secured,16600,2026-05-13,Active,745.29,0.0449,0,0
ACC500144,CUST100097,standard,13500,2026-02-20,Active,3298.2,0.2443,0,0
ACC503284,CUST102243,Gold,10700,2026-03-04,Active,6435.81,0.6015,1,0
ACC500312,CUST100216,Standard,12900,2024-03-09,Active,5916.62,0.4587,0,0
ACC503149,CUST102149,gold,23600,2017-01-03,Closed,10961.66,0.4645,2,0
ACC503360,CUST102294,Standard,23200,2025-02-12,Active,6068.93,0.2616,1,0
ACC500366,CUST100252,Gold,10300,2019-01-13,Closed,0.0,0.0,0,0
ACC503588,CUST102444,Standard,18400,2024-04-01,Active,2212.11,0.1202,1,0
ACC502248,CUST101535,Secured,17000,2020-11-07,Active,3396.64,0.1998,1,0
ACC502750,CUST101870,Standard,21400,2021-09-12,Active,7476.38,0.3494,1,0
ACC502866,CUST101950,Platinum,14700,2023-10-30,Closed,4380.95,0.298,1,0
ACC501063,CUST100722,Gold,14100,2024-11-02,Active,5060.79,0.3589,1,0
ACC500901,CUST100608,Gold,12600,2024-06-11,Active,1841.13,0.1461,1,0
ACC500667,CUST100445,Standard,16300,2021-07-12,Active,6937.1,0.4256,0,0
ACC500343,CUST100235,Gold,9900,2025-02-05,Closed,6264.83,0.6328,3,1
ACC501838,CUST101257,Standard,20100,2025-12-16,Active,5743.86,0.2858,0,0
ACC502522,CUST101717,Standard,15800,2026-06-16,Active,5672.34,0.359,1,0
ACC502252,CUST101536,Platinum,12500,2022-06-09,Active,4316.78,0.3453,0,0
ACC500472,CUST100324,standard,7800,2025-03-23,Active,4209.27,0.5397,0,1
ACC500350,CUST100240,standard,16500,2024-03-28,Active,9505.13,0.5761,1,0
ACC500047,CUST100031,Standard,16900,2023-08-01,Active,2525.23,0.1494,1,0
ACC502326,CUST101588,Standard,12800,2019-06-12,Active,3578.19,0.2795,0,0
ACC501080,CUST100731,Standard,20100,2024-10-03,Active,6859.22,0.3413,0,0
ACC503362,CUST102295,Gold,11100,2022-10-11,Active,3771.98,0.3398,1,0
ACC503593,CUST102446,Gold,9400,2017-05-05,,3046.05,0.324,0,0
ACC501911,CUST101305,platinum,17200,2024-10-16,Active,5344.85,0.3107,0,0
ACC500564,CUST100385,Platinum,14700,2020-09-11,Active,5220.93,0.3552,1,1
ACC500348,CUST100239,Standard,9300,2024-07-21,Active,0.0,0.0,0,0
ACC503040,CUST102069,Standard,14900,2026-04-03,Active,6522.64,0.4378,1,0
ACC501206,CUST100809,Gold,11900,2024-01-31,Active,3991.33,0.3354,0,0
ACC502873,CUST101954,Gold,19000,2026-08-13,Active,13348.82,0.7026,2,0
ACC501758,CUST101203,Platinum,7700,2020-02-05,Active,4416.88,0.5736,6,1
ACC502542,CUST101732,Platinum,12700,2026-07-18,Active,6457.95,0.5085,2,0
ACC501023,CUST100693,Standard,11600,2026-05-21,Active,5562.89,0.4796,1,0
ACC503331,CUST102274,Standard,16400,2024-12-05,Active,3567.87,0.2176,1,0
ACC503633,CUST102470,Secured,14800,2024-12-22,Active,7217.4,0.4877,2,0
ACC501917,CUST101310,Gold,20000,2020-08-18,Closed,8226.32,0.4113,1,0
ACC502959,CUST102013,Gold,14000,2026-02-18,Frozen,7261.11,0.5187,0,0
ACC501776,CUST101215,Gold,14500,2026-02-18,Active,3626.85,0.2501,1,0
ACC502604,CUST101774,Gold,9500,2025-01-06,Active,5297.5,0.5576,1,0
ACC503528,CUST102403,Standard,8700,2025-09-05,Active,2150.73,0.2472,1,0
ACC502728,CUST101854,Standard,13700,2020-05-14,Closed,7026.03,0.5128,0,1
ACC502477,CUST101688,Gold,9800,2024-04-03,Active,4974.99,0.5077,1,0
ACC501575,CUST101068,Platinum,12600,2025-04-03,Active,1773.74,0.1408,0,0
ACC500169,CUST100113,Gold,16500,2020-03-10,Active,8924.47,0.5409,0,0
ACC503227,CUST102203,Gold,15800,2025-10-27,Active,7388.46,0.4676,1,0
ACC501320,CUST100889,Gold,15900,2025-11-01,Active,7479.63,0.4704,2,0
ACC500922,CUST100624,Platinum,7300,2020-10-08,Active,3879.78,0.5315,0,0
ACC500833,CUST100565,Gold,23800,2018-01-14,Active,7745.24,0.3254,0,1
ACC503662,CUST102489,Standard,14600,2020-10-05,Active,5892.51,0.4036,1,0
ACC500273,CUST100189,Standard,15100,2026-01-22,Active,1872.17,0.124,0,0
ACC501465,CUST100993,Platinum,10000,2024-05-19,Active,4208.91,0.4209,2,0
ACC502069,CUST101421,Platinum,12100,2021-02-15,Active,1216.79,0.1006,0,0
ACC500420,CUST100287,Standard,22500,2023-03-29,Active,2580.4,0.1147,0,0
ACC501312,CUST100884,Standard,20800,2026-07-24,Active,1942.06,0.0934,2,0
ACC500607,CUST100411,Secured,13800,2019-04-12,Active,121.28,0.0088,0,0
ACC501959,CUST101340,gold,19800,2025-09-25,Active,8660.03,0.4374,1,0
ACC501968,CUST101344,Standard,11300,2020-06-16,Active,0.0,0.0,0,0
ACC502540,CUST101730,standard,15800,2022-04-22,Active,6919.73,0.438,0,0
ACC500945,CUST100639,Standard,11400,2022-07-28,Active,1384.65,0.1215,0,0
ACC500649,CUST100433,Standard,18000,2021-07-15,Active,10713.39,0.5952,2,1
ACC503505,CUST102389,Standard,10600,2023-11-25,Closed,4612.07,0.4351,0,0
ACC502369,CUST101618,Gold,19700,2017-03-10,Active,6452.27,0.3275,0,0
ACC502189,CUST101497,Gold,13600,2017-04-26,Active,9152.59,0.673,1,0
ACC502091,CUST101436,Standard,14400,2015-06-23,Active,2569.83,0.1785,0,0
ACC502858,CUST101944,Platinum,10500,2026-07-29,Active,7752.56,0.7383,0,0
ACC501471,CUST100997,Secured,17400,2022-08-09,Active,3980.66,0.2288,1,0
ACC501670,CUST101139,Standard,17700,2026-03-10,Active,2937.68,0.166,0,0
ACC500313,CUST100217,Standard,21100,2020-10-14,Active,3717.29,0.1762,0,0
ACC501728,CUST101182,Secured,16700,2024-10-08,Active,6489.65,0.3886,1,0
ACC501525,CUST101030,Standard,12900,2020-01-08,Active,5437.7,0.4215,2,0
ACC501543,CUST101044,Platinum,29100,2025-07-30,Active,1709.52,0.0587,0,0
ACC502297,CUST101568,Gold,16200,2021-03-17,Active,11951.39,0.7377,1,0
ACC501760,CUST101204,Standard,15300,2020-01-20,Active,3817.01,0.2495,0,0
ACC500659,CUST100440,Standard,16100,2022-04-08,Active,3429.48,0.213,0,0
ACC503308,CUST102261,Gold,-1000,2025-07-23,Active,7175.48,0.35,0,0
ACC501585,CUST101075,Standard,11900,2023-06-15,Active,0.0,0.0,1,0
ACC503499,CUST102386,Standard,12100,2022-09-09,Active,2241.75,0.1853,2,0
ACC501977,CUST101351,Platinum,12400,2022-08-14,Active,3915.96,0.3158,0,0
ACC501302,CUST100877,Gold,9500,2026-07-26,Active,952.08,0.1002,1,0
ACC502787,CUST101896,secured,27100,2026-07-24,Active,20407.86,0.7531,0,0
ACC502334,CUST101595,Standard,19700,2018-10-10,Closed,11610.93,0.5894,1,0
ACC500856,CUST100579,Standard,13200,2024-10-26,Active,4082.65,0.3093,1,0
ACC500535,CUST100363,Gold,13200,2021-09-15,Active,1172.53,0.0888,1,0
ACC500949,CUST100642,Gold,11700,2023-10-07,Active,5401.35,0.4617,1,0
ACC502618,CUST101783,Standard,16100,2026-08-23,Active,8879.29,0.5515,0,0
ACC502096,CUST101439,Platinum,15800,2025-10-30,Active,7726.07,0.489,4,1
ACC500897,CUST100605,Platinum,14100,2017-07-28,Active,5488.92,0.3893,0,0
ACC502127,CUST101460,Standard,12500,2016-08-06,Active,799.53,0.064,0,1
ACC501381,CUST100932,Gold,18900,2025-03-02,Active,5493.41,0.2907,0,0
ACC503279,CUST102241,Standard,20200,2025-11-22,Active,4400.46,0.2178,1,0
ACC501971,CUST101347,Platinum,19700,2024-04-28,Active,6565.98,0.3333,0,0
ACC501419,CUST100961,Standard,20100,2026-05-21,Active,7391.45,0.3677,1,0
ACC500840,CUST100570,Standard,17600,2025-04-02,Active,13744.29,0.7809,3,0
ACC503493,CUST102383,Standard,19800,2017-03-22,Active,12137.76,0.613,0,0
ACC500043,CUST100029,Secured,14900,2026-03-24,Active,2593.99,0.1741,0,0
ACC500040,CUST100027,Gold,16800,2022-04-28,Active,8369.49,0.4982,0,0
ACC501775,CUST101214,Platinum,17200,2018-02-15,Active,7207.88,0.4191,1,0
ACC502322,CUST101586,Standard,14100,2019-07-23,Active,444.39,0.0315,0,0
ACC502499,CUST101702,platinum,10500,2024-08-31,Active,5649.9,0.5381,2,0
ACC501195,CUST100802,Platinum,10200,2020-06-13,Active,6309.91,0.6186,1,0
ACC503356,CUST102292,Standard,21900,2021-12-17,Active,5680.9,0.2594,0,0
ACC503418,CUST102328,Standard,15300,2021-10-07,Active,9753.75,0.6375,2,0
ACC503466,CUST102363,Standard,9000,2019-03-19,Active,5268.12,0.5853,2,1
ACC503132,CUST102135,Standard,14100,2017-05-15,Active,8182.72,0.5803,2,0
