application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel
APP006551,CUST004391,2023-08-08,Car Purchase,22000,36,14.99,Broker
APP006552,CUST003984,2023-09-06,Wedding,15000,36,20.31,Broker
APP006553,CUST002193,2023-11-26,Travel,29500,24,9.87,Online
APP006554,CUST005888,2024-06-13,Debt Consolidation,49000,60,8.21,Broker
APP006555,CUST002303,2024-11-22,Debt Consolidation,11000,36,16.01,Broker
APP006556,CUST005318,2024-01-31,Car Purchase,5500,36,18.45,Online
APP006557,CUST003196,2024-12-19,Car Purchase,13500,36,20.34,Broker
APP006558,CUST004892,2024-02-15,Travel,43000,36,20.93,Online
APP006559,CUST000572,2024-05-23,Car Purchase,19000,36,15.78,Broker
APP006560,CUST000682,2023-06-11,Travel,46500,24,19.3,Online
APP006561,CUST002933,2023-01-30,Debt Consolidation,50000,36,20.29,Online
APP006562,CUST001802,2024-05-04,Debt Consolidation,16000,60,21.93,Broker
APP006563,CUST000220,2023-10-27,Home Renovation,47000,60,13.04,Online
APP006564,CUST000265,2024-09-03,Home Renovation,18500,48,12.54,Online
APP006565,CUST000824,2023-01-16,Car Purchase,3000,60,20.47,Branch
APP006566,CUST000686,2023-03-29,Debt Consolidation,39000,48,20.95,Broker
APP006567,CUST002422,2024-05-09,Other,12500,24,16.21,Broker
APP006568,CUST003865,2023-12-17,Home Renovation,36000,36,19.7,Branch
APP006569,CUST001789,2023-01-31,Debt Consolidation,40500,60,15.91,Online
APP006570,CUST004160,2023-10-11,Medical,47500,60,15.95,Online
APP006571,CUST002762,2023-03-25,Home Renovation,25000,12,8.66,Online
APP006572,CUST003789,2024-03-22,Home Renovation,16000,48,13.84,Broker
APP006573,CUST000364,2023-04-10,Car Purchase,30500,24,8.42,Branch
APP006574,CUST005072,2024-12-27,Home Renovation,38000,24,13.84,Broker
APP006575,CUST001320,2023-01-10,Debt Consolidation,5000,24,8.24,Branch
APP006576,CUST003633,2023-12-16,Travel,13000,36,19.83,Online
APP006577,CUST001935,2024-10-23,Home Renovation,20500,48,13.26,Branch
APP006578,CUST003335,2024-01-21,Car Purchase,40500,36,10.66,Branch
APP006579,CUST003692,2024-09-14,Travel,47000,36,16.17,Branch
APP006580,CUST000142,2024-05-16,Debt Consolidation,32000,36,20.5,Broker
APP006581,CUST002803,2024-05-17,Car Purchase,29500,24,11.62,Online
APP006582,CUST001394,2023-02-17,Debt Consolidation,42500,48,9.53,Online
APP006583,CUST004005,2023-12-14,Other,29500,24,22.07,Online
APP006584,CUST000641,2023-11-07,Car Purchase,3500,12,19.2,Online
APP006585,CUST002196,2024-05-26,Debt Consolidation,36000,24,8.04,Broker
APP006586,CUST003808,2023-01-10,Car Purchase,3500,24,13.05,Broker
APP006587,CUST002255,2023-08-16,Travel,32500,24,17.61,Online
APP006588,CUST005921,2023-12-13,Debt Consolidation,49000,48,21.94,Online
APP006589,CUST001562,2024-01-28,Car Purchase,17000,36,17.29,Online
APP006590,CUST005039,2024-11-29,Debt Consolidation,44500,48,9.48,Broker
APP006591,CUST005064,2023-02-10,Car Purchase,7500,60,9.39,Branch
APP006592,CUST005447,2024-12-12,Debt Consolidation,6500,12,15.07,Online
APP006593,CUST002178,2023-08-11,Home Renovation,37000,36,19.7,Branch
APP006594,CUST005011,2023-01-24,Debt Consolidation,38000,48,20.25,Branch
APP006595,CUST000725,2024-05-21,Travel,18500,36,18.96,Broker
APP006596,CUST003191,2023-05-11,Debt Consolidation,33000,24,10.44,Online
APP006597,CUST005641,2023-04-17,Travel,6500,12,14.86,Broker
APP006598,CUST000081,2024-12-01,Car Purchase,36000,24,8.01,Online
APP006599,CUST002339,2023-06-29,Car Purchase,8500,36,20.04,Online
APP006600,CUST005114,2024-05-16,Debt Consolidation,47500,60,7.51,Online
APP006601,CUST000528,2023-10-09,Medical,18500,60,12.63,Online
APP006602,CUST002160,2024-01-11,Wedding,20000,60,12.36,Branch
APP006603,CUST003313,2023-07-19,Car Purchase,8500,24,15.67,Online
APP006604,CUST004848,2023-12-25,Travel,13000,60,17.55,Online
APP006605,CUST002359,2023-01-02,Home Renovation,6500,36,22.11,Broker
APP006606,CUST004900,2024-03-16,Wedding,43000,24,10.56,Branch
APP006607,CUST005327,2023-03-25,Car Purchase,5500,36,17.49,Branch
APP006608,CUST004015,2024-06-06,Travel,9000,12,15.84,Online
APP006609,CUST005113,2023-01-07,Wedding,17000,36,10.39,Broker
APP006610,CUST005294,2024-07-03,Debt Consolidation,31500,36,18.31,Broker
APP006611,CUST000829,2024-04-08,Debt Consolidation,17500,36,11.56,Branch
APP006612,CUST005603,2024-08-17,Debt Consolidation,20000,48,11.85,Online
APP006613,CUST002783,2024-01-27,Debt Consolidation,18000,36,11.79,Online
APP006614,CUST000676,2024-03-11,Other,4000,60,9.38,Branch
APP006615,CUST004759,2024-04-09,Home Renovation,42000,36,17.22,Online
APP006616,CUST002006,2024-09-19,Home Renovation,16500,60,22.13,Online
APP006617,CUST004409,2024-06-04,Car Purchase,45500,24,16.54,Broker
APP006618,CUST004792,2023-03-25,Car Purchase,18500,24,13.24,Branch
APP006619,CUST005508,2023-09-14,Debt Consolidation,31000,48,22.29,Branch
APP006620,CUST002867,2024-04-27,Debt Consolidation,12000,36,9.05,Online
APP006621,CUST001532,2024-07-06,Home Renovation,40500,36,9.29,Broker
APP006622,CUST000978,2024-04-09,Debt Consolidation,33500,12,20.01,Online
APP006623,CUST001618,2024-10-17,Debt Consolidation,40500,24,10.23,Online
APP006624,CUST002985,2024-12-10,Car Purchase,11000,36,18.25,Online
APP006625,CUST003156,2024-01-26,Wedding,44000,36,9.43,Online
APP006626,CUST002161,2023-12-04,Car Purchase,21500,12,16.95,Broker
APP006627,CUST005299,2023-10-23,Home Renovation,17000,36,20.4,Online
APP006628,CUST004653,2023-12-03,Car Purchase,19000,24,15.89,Broker
APP006629,CUST000779,2024-04-24,Home Renovation,38000,36,16.89,Broker
APP006630,CUST001200,2024-04-05,Car Purchase,40500,24,13.23,Branch
APP006631,CUST001045,2023-12-23,Wedding,42000,24,21.87,Broker
APP006632,CUST004971,2023-11-03,Home Renovation,49000,36,8.61,Online
APP006633,CUST005341,2023-08-30,Car Purchase,30000,36,19.05,Online
APP006634,CUST001927,2023-04-13,Car Purchase,7000,48,16.64,Online
APP006635,CUST001750,2023-10-12,Debt Consolidation,19000,60,16.32,Online
APP006636,CUST000528,2024-11-06,Debt Consolidation,44500,24,8.5,Broker
APP006637,CUST000777,2023-09-19,Travel,43500,24,19.61,Broker
APP006638,CUST004337,2023-03-08,Car Purchase,38000,36,14.02,Broker
APP006639,CUST002156,2024-10-06,Travel,38500,12,15.94,Branch
APP006640,CUST003444,2024-09-14,Debt Consolidation,41500,36,10.17,Online
APP006641,CUST000197,2024-05-26,Travel,18500,36,7.58,Broker
APP006642,CUST005987,2023-11-01,Car Purchase,35500,48,21.18,Branch
APP006643,CUST004664,2023-04-24,Car Purchase,20500,60,21.26,Online
APP006644,CUST001828,2023-01-22,Travel,49500,36,18.14,Broker
APP006645,CUST000233,2024-07-29,Other,36500,24,19.38,Online
APP006646,CUST003848,2023-07-28,Medical,2500,36,14.55,Online
APP006647,CUST005911,2024-12-23,Car Purchase,2500,36,11.26,Online
APP006648,CUST000572,2023-05-04,Travel,3500,36,17.37,Online
APP006649,CUST003747,2023-12-10,Car Purchase,28500,12,10.46,Online
APP006650,CUST000806,2024-08-27,Home Renovation,33000,36,19.11,Online
APP006651,CUST004043,2023-12-25,Travel,32500,24,12.28,Branch
APP006652,CUST003918,2023-12-15,Other,6500,36,22.2,Broker
APP006653,CUST004534,2024-02-19,Car Purchase,34000,60,16.23,Online
APP006654,CUST004274,2023-03-22,Home Renovation,24500,12,21.59,Branch
APP006655,CUST004459,2023-07-19,Medical,26000,24,9.67,Branch
APP006656,CUST004022,2024-10-08,Debt Consolidation,19000,24,18.93,Broker
APP006657,CUST001493,2023-05-22,Debt Consolidation,17500,36,13.4,Online
APP006658,CUST003700,2024-04-03,Debt Consolidation,36500,24,18.73,Online
APP006659,CUST005513,2023-12-07,Home Renovation,42000,36,19.8,Online
APP006660,CUST003797,2024-04-08,Other,35000,60,20.94,Online
APP006661,CUST001304,2023-08-23,Home Renovation,21500,24,20.01,Broker
APP006662,CUST002081,2023-09-06,Medical,24000,24,10.74,Online
APP006663,CUST004744,2023-10-31,Home Renovation,11000,60,16.77,Branch
APP006664,CUST003614,2024-03-07,Debt Consolidation,17000,24,18.37,Online
APP006665,CUST005811,2023-10-10,Wedding,19000,48,15.95,Online
APP006666,CUST004727,2023-04-29,Home Renovation,3500,60,17.82,Online
APP006667,CUST005113,2024-10-08,Debt Consolidation,5000,24,10.22,Online
APP006668,CUST001697,2023-11-28,Home Renovation,13500,48,14.37,Branch
APP006669,CUST002956,2024-07-14,Car Purchase,34000,60,14.04,Online
APP006670,CUST004402,2024-08-26,Car Purchase,16500,48,19.0,Online
APP006671,CUST003610,2024-06-19,Wedding,35500,24,10.0,Broker
APP006672,CUST000284,2023-02-21,Car Purchase,4500,60,17.41,Online
APP006673,CUST005855,2024-05-25,Car Purchase,18000,36,17.46,Online
APP006674,CUST004602,2023-02-03,Debt Consolidation,48500,36,21.44,Broker
APP006675,CUST004077,2024-08-28,Car Purchase,27500,48,16.65,Broker
APP006676,CUST004867,2024-05-08,Car Purchase,41000,48,16.78,Broker
APP006677,CUST000045,2023-11-26,Car Purchase,16500,24,18.4,Branch
APP006678,CUST001633,2024-05-16,Home Renovation,36500,36,18.31,Broker
APP006679,CUST005680,2024-03-21,Debt Consolidation,13500,24,19.1,Broker
APP006680,CUST003911,2023-02-18,Travel,37500,24,17.27,Online
APP006681,CUST000127,2024-11-15,Debt Consolidation,34000,60,8.02,Online
APP006682,CUST001750,2024-03-13,Car Purchase,34500,24,16.92,Branch
APP006683,CUST004148,2024-09-13,Debt Consolidation,40000,48,17.95,Online
APP006684,CUST001753,2023-07-29,Wedding,15000,36,20.93,Online
APP006685,CUST003418,2023-02-06,Home Renovation,17000,36,18.22,Broker
APP006686,CUST002124,2024-12-29,Debt Consolidation,41000,12,17.35,Broker
APP006687,CUST003400,2024-08-16,Home Renovation,4500,24,15.33,Branch
APP006688,CUST002258,2023-12-03,Home Renovation,21500,36,13.28,Online
APP006689,CUST001415,2024-03-22,Car Purchase,17000,24,10.52,Branch
APP006690,CUST005419,2024-09-13,Home Renovation,4500,48,22.2,Online
APP006691,CUST002877,2024-09-23,Other,6000,36,15.17,Broker
APP006692,CUST002279,2023-01-11,Home Renovation,19500,48,21.89,Broker
APP006693,CUST005712,2023-04-12,Car Purchase,47500,36,12.97,Branch
APP006694,CUST001788,2023-05-22,Debt Consolidation,41500,36,14.48,Online
APP006695,CUST002722,2023-04-16,Car Purchase,20500,36,11.3,Online
APP006696,CUST001490,2023-06-01,Car Purchase,9000,36,11.63,Branch
APP006697,CUST004100,2024-11-18,Debt Consolidation,4000,60,20.89,Online
APP006698,CUST002528,2023-12-31,Car Purchase,12000,60,7.69,Online
APP006699,CUST005874,2024-04-20,Debt Consolidation,19000,36,13.67,Online
APP006700,CUST001773,2023-02-10,Debt Consolidation,49000,48,10.2,Branch
APP006701,CUST003490,2023-08-02,Debt Consolidation,10000,60,14.27,Online
APP006702,CUST002044,2024-05-30,Home Renovation,8000,36,17.09,Broker
APP006703,CUST002632,2023-02-24,Other,17500,48,21.54,Broker
APP006704,CUST000429,2024-03-10,Debt Consolidation,9000,24,22.14,Branch
APP006705,CUST000934,2024-03-03,Home Renovation,24500,24,16.6,Broker
APP006706,CUST003253,2024-09-30,Travel,11500,24,10.82,Online
APP006707,CUST004021,2024-03-15,Car Purchase,47000,24,16.38,Branch
APP006708,CUST001706,2023-06-08,Car Purchase,31500,48,15.17,Online
APP006709,CUST005990,2023-11-04,Travel,48000,60,19.14,Branch
APP006710,CUST004761,2023-04-20,Debt Consolidation,33000,36,9.04,Branch
APP006711,CUST005672,2024-11-27,Car Purchase,46500,24,21.6,Broker
APP006712,CUST003963,2024-07-06,Debt Consolidation,30000,60,20.35,Online
APP006713,CUST001520,2023-07-23,Car Purchase,23500,48,18.29,Branch
APP006714,CUST002737,2023-10-17,Travel,44500,36,15.88,Broker
APP006715,CUST001511,2024-06-29,Debt Consolidation,12500,12,11.44,Broker
APP006716,CUST005144,2024-12-19,Debt Consolidation,6000,48,15.96,Online
APP006717,CUST002745,2024-07-31,Car Purchase,28000,48,10.46,Broker
APP006718,CUST001382,2023-03-29,Debt Consolidation,36000,48,7.89,Broker
APP006719,CUST000843,2024-12-22,Other,36500,60,13.66,Online
APP006720,CUST003466,2024-01-11,Car Purchase,25500,60,21.8,Online
APP006721,CUST002961,2024-10-28,Debt Consolidation,5500,24,16.5,Branch
APP006722,CUST001434,2023-03-09,Car Purchase,30500,12,13.42,Branch
APP006723,CUST004059,2024-08-11,Wedding,44500,36,13.04,Broker
APP006724,CUST003693,2024-07-15,Car Purchase,9500,12,20.37,Branch
APP006725,CUST005558,2023-03-15,Debt Consolidation,12500,24,14.54,Online
APP006726,CUST003628,2024-02-03,Debt Consolidation,27500,36,18.12,Online
APP006727,CUST000459,2024-01-18,Medical,38500,36,18.29,Online
APP006728,CUST001042,2024-08-20,Home Renovation,11000,60,8.62,Branch
APP006729,CUST001008,2023-06-18,Car Purchase,21000,36,20.88,Broker
APP006730,CUST001071,2023-09-18,Car Purchase,43000,36,19.43,Online
APP006731,CUST004684,2023-12-04,Debt Consolidation,13500,12,17.3,Online
APP006732,CUST004049,2023-06-10,Debt Consolidation,23500,36,16.75,Online
APP006733,CUST005253,2024-05-08,Debt Consolidation,22000,36,12.9,Branch
APP006734,CUST002449,2024-01-14,Car Purchase,40000,60,21.25,Online
APP006735,CUST005402,2023-06-19,Car Purchase,2000,36,22.11,Broker
APP006736,CUST001455,2023-09-24,Home Renovation,18500,24,14.13,Branch
APP006737,CUST000860,2024-01-27,Car Purchase,25000,24,7.56,Online
APP006738,CUST002566,2024-04-03,Debt Consolidation,7500,48,11.91,Online
APP006739,CUST002218,2023-01-22,Debt Consolidation,4500,60,12.94,Broker
APP006740,CUST002121,2023-01-22,Debt Consolidation,27500,48,18.47,Branch
APP006741,CUST001740,2024-11-05,Wedding,28500,48,13.53,Online
APP006742,CUST000324,2024-05-17,Debt Consolidation,5500,24,11.38,Online
APP006743,CUST005253,2023-04-09,Wedding,30000,12,17.03,Online
APP006744,CUST001914,2024-06-13,Car Purchase,33500,36,8.91,Branch
APP006745,CUST000268,2024-12-11,Debt Consolidation,9000,12,9.55,Online
APP006746,CUST005333,2023-06-17,Car Purchase,30500,12,12.72,Online
APP006747,CUST001774,2023-10-03,Home Renovation,4500,48,14.7,Online
APP006748,CUST004120,2023-02-06,Debt Consolidation,8500,24,12.69,Online
APP006749,CUST005743,2024-05-07,Medical,24000,48,11.94,Broker
APP006750,CUST002647,2023-11-10,Wedding,4500,36,13.73,Online
APP006751,CUST005158,2024-01-14,Car Purchase,41000,12,13.23,Branch
APP006752,CUST004174,2023-12-14,Home Renovation,46500,36,17.1,Branch
APP006753,CUST003777,2024-06-16,Travel,5500,60,14.0,Branch
APP006754,CUST004490,2024-09-02,Debt Consolidation,41500,48,20.15,Branch
APP006755,CUST005774,2024-08-14,Home Renovation,22000,24,15.02,Online
APP006756,CUST002587,2023-09-20,Debt Consolidation,41000,36,12.27,Online
APP006757,CUST000528,2024-09-07,Home Renovation,28500,36,13.09,Broker
APP006758,CUST004409,2024-08-01,Other,13000,24,18.25,Branch
APP006759,CUST005155,2023-09-06,Debt Consolidation,29000,36,21.39,Online
APP006760,CUST001704,2023-01-16,Travel,40000,24,10.04,Online
APP006761,CUST004066,2024-05-15,Debt Consolidation,16500,60,16.17,Online
APP006762,CUST003761,2023-01-27,Medical,16500,36,15.24,Online
APP006763,CUST001399,2024-11-26,Medical,33000,60,7.83,Online
APP006764,CUST000396,2023-10-06,Home Renovation,3000,36,10.89,Online
APP006765,CUST003678,2024-07-12,Wedding,14500,36,17.13,Broker
APP006766,CUST000211,2023-10-03,Debt Consolidation,39000,24,8.24,Online
APP006767,CUST003220,2023-04-13,Home Renovation,7500,24,15.45,Broker
APP006768,CUST002906,2024-07-16,Home Renovation,40500,48,7.97,Branch
APP006769,CUST004485,2024-02-04,Travel,15500,36,13.22,Branch
APP006770,CUST004262,2023-08-22,Car Purchase,42000,24,7.98,Broker
APP006771,CUST005380,2024-10-12,Car Purchase,47000,24,17.39,Online
APP006772,CUST001868,2024-03-15,Debt Consolidation,21500,36,16.34,Online
APP006773,CUST002249,2024-12-23,Wedding,13000,60,15.75,Online
APP006774,CUST003172,2023-07-05,Debt Consolidation,22000,24,22.08,Online
APP006775,CUST004003,2023-10-02,Home Renovation,36500,36,9.02,Online
APP006776,CUST001939,2023-08-13,Car Purchase,34000,48,12.5,Online
APP006777,CUST000465,2024-04-10,Debt Consolidation,9000,12,8.87,Branch
APP006778,CUST005822,2024-11-15,Travel,42500,60,16.81,Online
APP006779,CUST002360,2024-09-13,Car Purchase,16500,36,13.11,Broker
APP006780,CUST004114,2024-02-25,Debt Consolidation,47500,12,10.55,Online
APP006781,CUST003717,2023-11-16,Car Purchase,34500,36,22.11,Broker
APP006782,CUST002005,2024-10-07,Debt Consolidation,34500,60,22.12,Online
APP006783,CUST005834,2023-07-24,Other,9500,48,19.23,Branch
APP006784,CUST004620,2024-05-13,Debt Consolidation,26000,36,20.56,Broker
APP006785,CUST002792,2024-01-04,Other,3500,36,10.93,Online
APP006786,CUST000435,2023-04-12,Home Renovation,27500,24,7.89,Broker
APP006787,CUST000916,2024-07-05,Travel,47500,36,14.44,Online
APP006788,CUST005466,2023-02-06,Debt Consolidation,29500,36,15.55,Online
APP006789,CUST002433,2023-12-03,Debt Consolidation,27500,36,10.11,Branch
APP006790,CUST000851,2023-03-21,Travel,20000,48,10.8,Broker
APP006791,CUST004280,2023-10-06,Debt Consolidation,14500,36,8.09,Broker
APP006792,CUST000086,2024-05-05,Home Renovation,30000,48,15.95,Online
APP006793,CUST002723,2024-04-02,Debt Consolidation,15000,60,13.09,Broker
APP006794,CUST003127,2024-10-29,Debt Consolidation,30000,48,15.85,Broker
APP006795,CUST000590,2024-06-18,Medical,16000,48,8.9,Branch
APP006796,CUST002624,2024-07-01,Car Purchase,32500,48,14.0,Broker
APP006797,CUST000593,2023-04-27,Other,7000,48,15.99,Online
APP006798,CUST001962,2024-06-28,Car Purchase,11000,36,15.06,Online
APP006799,CUST003506,2023-04-15,Debt Consolidation,37500,60,20.49,Branch
APP006800,CUST002988,2023-05-03,Debt Consolidation,10500,24,9.6,Online
APP006801,CUST005145,2024-01-07,Debt Consolidation,35000,24,8.75,Branch
APP006802,CUST000219,2024-01-06,Debt Consolidation,42000,12,18.49,Online
APP006803,CUST002947,2023-09-20,Debt Consolidation,16000,48,17.46,Online
APP006804,CUST000903,2024-07-13,Other,39000,60,12.99,Broker
APP006805,CUST003877,2024-03-27,Home Renovation,41000,48,8.21,Online
APP006806,CUST004858,2023-10-30,Car Purchase,19000,48,16.34,Online
APP006807,CUST004683,2023-07-30,Medical,37000,36,9.19,Online
APP006808,CUST003943,2024-11-23,Car Purchase,42500,24,11.27,Online
APP006809,CUST002285,2023-11-17,Car Purchase,14500,24,12.12,Branch
APP006810,CUST002257,2023-05-21,Other,26500,24,14.2,Online
APP006811,CUST004803,2024-12-30,Debt Consolidation,50000,48,14.78,Online
APP006812,CUST004181,2024-04-01,Wedding,3500,24,12.82,Online
APP006813,CUST005787,2023-07-29,Home Renovation,46000,36,18.36,Broker
APP006814,CUST004399,2024-08-03,Wedding,49500,36,9.97,Broker
APP006815,CUST001878,2024-08-16,Debt Consolidation,22500,36,8.43,Online
APP006816,CUST000254,2024-08-27,Car Purchase,20500,48,15.82,Online
APP006817,CUST002439,2024-08-24,Home Renovation,7000,24,13.43,Branch
APP006818,CUST004587,2024-08-17,Car Purchase,45500,36,7.65,Branch
APP006819,CUST001392,2024-10-09,Debt Consolidation,47000,36,14.2,Online
APP006820,CUST005368,2024-08-26,Car Purchase,24000,48,13.08,Broker
APP006821,CUST003400,2024-08-28,Debt Consolidation,40500,36,20.03,Broker
APP006822,CUST001423,2023-02-03,Car Purchase,40500,24,18.97,Branch
APP006823,CUST005146,2024-05-16,Car Purchase,41500,24,8.26,Broker
APP006824,CUST001126,2023-03-05,Debt Consolidation,22000,48,10.93,Online
APP006825,CUST001898,2024-04-25,Car Purchase,7500,12,9.77,Branch
APP006826,CUST005438,2024-06-30,Car Purchase,7500,60,15.38,Online
APP006827,CUST002233,2023-08-29,Home Renovation,7000,36,20.01,Broker
APP006828,CUST003234,2024-06-11,Debt Consolidation,42000,60,16.09,Branch
APP006829,CUST004507,2024-03-03,Debt Consolidation,33000,36,8.45,Online
APP006830,CUST005095,2023-02-16,Wedding,12500,48,22.25,Online
APP006831,CUST001965,2023-12-08,Debt Consolidation,24500,12,16.07,Online
APP006832,CUST002042,2024-08-31,Home Renovation,23000,36,17.76,Online
APP006833,CUST002883,2024-03-28,Other,36000,60,14.73,Branch
APP006834,CUST003203,2023-02-15,Wedding,41000,24,17.55,Online
APP006835,CUST002664,2023-04-06,Car Purchase,10500,12,21.35,Branch
APP006836,CUST000881,2024-10-25,Debt Consolidation,12500,60,20.09,Online
APP006837,CUST002918,2024-06-19,Debt Consolidation,26000,24,18.51,Online
APP006838,CUST005544,2023-04-08,Travel,26500,60,7.65,Online
APP006839,CUST003446,2024-02-27,Other,23500,48,19.6,Branch
APP006840,CUST003486,2024-05-26,Car Purchase,12000,36,11.32,Broker
APP006841,CUST001770,2024-01-07,Debt Consolidation,26000,36,15.4,Online
APP006842,CUST004297,2023-06-18,Travel,13500,12,21.34,Online
APP006843,CUST001679,2023-02-16,Debt Consolidation,46500,12,20.72,Broker
APP006844,CUST005093,2023-07-25,Debt Consolidation,15500,24,15.72,Broker
APP006845,CUST005549,2024-04-29,Debt Consolidation,42500,48,20.76,Branch
APP006846,CUST001589,2023-10-08,Car Purchase,45000,48,18.26,Online
APP006847,CUST003021,2023-12-11,Travel,21500,24,19.11,Branch
APP006848,CUST004660,2024-11-03,Car Purchase,15000,12,19.3,Broker
APP006849,CUST002012,2023-12-23,Other,48000,24,10.51,Branch
APP006850,CUST002469,2024-03-06,Travel,23000,36,11.7,Online
APP006851,CUST004672,2024-05-24,Home Renovation,13500,48,7.81,Online
APP006852,CUST004567,2023-10-26,Car Purchase,4500,24,8.81,Online
APP006853,CUST005203,2023-03-11,Medical,15000,12,13.65,Online
APP006854,CUST000405,2024-09-09,Travel,48000,36,14.58,Branch
APP006855,CUST000805,2023-11-05,Medical,20500,60,9.87,Online
APP006856,CUST004407,2023-08-12,Home Renovation,41500,12,21.77,Online
APP006857,CUST003024,2023-07-31,Car Purchase,43000,24,10.66,Broker
APP006858,CUST003565,2024-11-07,Car Purchase,24000,48,14.89,Online
APP006859,CUST001139,2023-07-10,Home Renovation,15500,48,19.4,Online
APP006860,CUST002271,2023-05-24,Car Purchase,47500,36,14.88,Branch
APP006861,CUST000854,2023-11-03,Home Renovation,7500,24,22.36,Online
APP006862,CUST003280,2024-02-04,Car Purchase,49000,24,18.69,Online
APP006863,CUST002721,2023-06-22,Debt Consolidation,23000,24,9.46,Online
APP006864,CUST001451,2024-08-16,Home Renovation,30500,24,19.88,Online
APP006865,CUST002807,2024-09-08,Debt Consolidation,28000,24,10.26,Online
APP006866,CUST002872,2024-10-07,Medical,5500,48,8.02,Broker
APP006867,CUST004951,2024-08-02,Other,9500,36,15.6,Online
APP006868,CUST002473,2024-02-06,Wedding,9500,36,22.3,Online
APP006869,CUST001625,2023-02-19,Travel,33500,24,14.48,Online
APP006870,CUST004182,2024-02-10,Car Purchase,38000,36,16.07,Online
APP006871,CUST003028,2023-09-18,Wedding,3000,36,10.84,Branch
APP006872,CUST001731,2023-05-03,Car Purchase,20000,24,16.07,Broker
APP006873,CUST004251,2024-02-07,Debt Consolidation,37500,36,9.73,Branch
APP006874,CUST002964,2023-03-22,Car Purchase,39000,48,11.5,Broker
APP006875,CUST000914,2023-06-09,Debt Consolidation,2500,36,13.96,Broker
APP006876,CUST004933,2024-11-07,Debt Consolidation,21500,24,7.75,Online
APP006877,CUST003858,2024-02-06,Debt Consolidation,25500,36,19.14,Online
APP006878,CUST000691,2023-02-02,Wedding,5500,60,18.04,Online
APP006879,CUST002748,2023-03-07,Debt Consolidation,23000,12,20.38,Online
APP006880,CUST000668,2024-10-15,Wedding,10500,24,9.02,Online
APP006881,CUST005445,2024-10-10,Home Renovation,23500,36,11.44,Online
APP006882,CUST000545,2023-12-26,Car Purchase,12500,36,11.17,Broker
APP006883,CUST002420,2024-11-13,Debt Consolidation,6500,24,13.83,Online
APP006884,CUST003284,2024-01-26,Travel,31000,24,19.6,Online
APP006885,CUST000079,2024-02-14,Home Renovation,26000,60,22.27,Branch
APP006886,CUST003278,2024-08-13,Home Renovation,27000,60,11.55,Branch
APP006887,CUST001837,2024-11-13,Debt Consolidation,35000,36,20.53,Online
APP006888,CUST000936,2023-11-17,Debt Consolidation,12500,24,13.61,Branch
APP006889,CUST004209,2023-06-07,Travel,5500,36,11.16,Online
APP006890,CUST001425,2023-12-03,Wedding,19000,24,18.61,Branch
APP006891,CUST004729,2024-11-25,Wedding,11000,24,19.32,Branch
APP006892,CUST003623,2024-07-14,Car Purchase,19000,24,18.73,Online
APP006893,CUST003756,2024-08-27,Debt Consolidation,24000,60,12.27,Broker
APP006894,CUST000167,2024-07-02,Home Renovation,24500,12,14.92,Branch
APP006895,CUST005407,2024-03-07,Wedding,16500,36,18.75,Branch
APP006896,CUST002885,2023-05-23,Car Purchase,34000,36,22.0,Online
APP006897,CUST004141,2023-10-19,Home Renovation,11000,36,7.86,Branch
APP006898,CUST005657,2024-04-11,Debt Consolidation,26500,36,10.02,Branch
APP006899,CUST001709,2024-08-18,Debt Consolidation,37500,36,21.26,Broker
APP006900,CUST000774,2024-08-24,Travel,2000,36,19.18,Online
APP006901,CUST003267,2024-11-28,Debt Consolidation,43000,48,16.32,Online
APP006902,CUST001589,2023-08-01,Car Purchase,11000,24,11.66,Branch
APP006903,CUST005630,2023-04-25,Debt Consolidation,2000,48,15.4,Branch
APP006904,CUST000299,2023-04-19,Home Renovation,13500,60,20.93,Broker
APP006905,CUST004487,2024-11-19,Debt Consolidation,5500,48,11.9,Branch
APP006906,CUST002635,2024-09-24,Wedding,13000,48,19.95,Online
APP006907,CUST003730,2023-06-28,Travel,22000,48,16.1,Online
APP006908,CUST002965,2023-03-12,Debt Consolidation,32000,24,18.81,Online
APP006909,CUST004464,2023-06-29,Car Purchase,27000,36,16.76,Online
APP006910,CUST003712,2023-10-18,Debt Consolidation,10000,60,9.18,Branch
APP006911,CUST002140,2024-08-16,Travel,8000,36,7.93,Broker
APP006912,CUST003086,2023-09-20,Car Purchase,39000,48,18.2,Online
APP006913,CUST001120,2024-03-30,Medical,14000,24,8.63,Online
APP006914,CUST000315,2023-08-26,Home Renovation,7000,48,19.16,Online
APP006915,CUST002458,2024-06-15,Debt Consolidation,46000,36,11.77,Broker
APP006916,CUST002749,2023-03-17,Home Renovation,24000,60,12.78,Online
APP006917,CUST003228,2023-01-23,Debt Consolidation,28500,48,7.55,Broker
APP006918,CUST003907,2023-03-11,Car Purchase,16000,36,14.76,Branch
APP006919,CUST000006,2024-02-18,Debt Consolidation,11500,48,19.53,Online
APP006920,CUST004888,2023-03-15,Home Renovation,10500,24,18.14,Online
APP006921,CUST003062,2024-08-30,Home Renovation,48500,36,12.46,Online
APP006922,CUST002399,2024-01-19,Wedding,43500,36,13.29,Broker
APP006923,CUST005258,2024-01-04,Home Renovation,27000,24,11.61,Broker
